Hidden Layers,Batch Size,Learning Rate,Epochs,Last Train Loss,Last Validation Loss,Last Train Accuracy,Last Validation Accuracy
30,16,0.13,1500,0.1567694064058246,0.1686210681658571,0.74,0.735
30,64,0.01,500,0.15647769848905466,0.16888194218712044,0.745,0.74
30,64,0.01,1000,0.15571841409000522,0.1689271404787784,0.745,0.735
30,64,0.01,1500,0.15550804611840033,0.16916028671148398,0.745,0.735
30,64,0.1,500,0.1564380428760673,0.17157877920346692,0.74,0.735
30,64,0.1,1000,0.1561870220510601,0.16721283108224752,0.745,0.725
30,64,0.1,1500,0.15636258429928002,0.16937025425532226,0.74,0.74
30,64,0.13,500,0.15704850883080845,0.17285249899967411,0.74,0.715
30,64,0.13,1000,0.15648646248694337,0.16741962599871257,0.745,0.725
30,64,0.13,1500,0.15677166483945945,0.16974454385468996,0.74,0.735
